pos	sem	tok
PROPN VERB PUNCT	PER EPS NIL	Tom apologized .
PRON AUX VERB ADP VERB DET NOUN PUNCT	PRO PST IST REL EXG DIS CON NIL	She was absorbed in writing a poem .
NUM NOUN VERB PUNCT	QUC CON EPS NIL	Forty people attended .
PRON AUX NUM NOUN ADJ PUNCT	PRO NOW QUC UOM DEG NIL	I am six feet tall .
PRON AUX DET ADJ NOUN PUNCT NOUN PUNCT	PRO ENS DIS IST ROL NIL	You are a good tennis~player .
DET NOUN AUX ADJ ADP DET ADJ NOUN ADP DET NOUN PUNCT	DEF CON NOW IST REL DEF COL CON REL DEF CON NIL	The cats are curious about the red dot on the wall .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom xeroxed the document .
DET NOUN AUX ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	The teapot is under the table .
PRON AUX ADV ADJ ADP PRON PUNCT	PRO NOW EQU IST REL PRO NIL	He is as tall as I .
PRON NOUN AUX VERB PUNCT	HAS CON NOW EXG NIL	My leg is aching .
PRON VERB PRON NOUN PART ADJ NOUN PUNCT	PRO EPS HAS ROL HAS COL CON NIL	She inherited her mother 's blue eyes .
DET NOUN ADP DET NOUN AUX PROPN PART PUNCT	DEF CON REL DEF CON ENS PER HAS NIL	The dictionary on the desk is Tom 's .
PRON VERB VERB PUNCT	PRO EPS EXG NIL	He started singing .
PRON VERB VERB DET NOUN PUNCT	PRO EPS EXG DEF CON NIL	I quitted playing the guitar .
PROPN PART NOUN AUX VERB ADP DET NOUN PUNCT NOUN PUNCT	PER HAS CON PST EXS REL DIS ROL NIL	Tom 's bike was stolen by a drug~addict .
PRON VERB ADP PUNCT ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	He crawled out~of the window .
PRON VERB DET NOUN NOUN PUNCT	PRO EPS DIS CON CON NIL	He took a protein shake .
PRON VERB VERB NUM NOUN ADJ PUNCT	PRO NOW QUC UOM IST NIL	I 'm four months pregnant .
DET NOUN AUX ADV SYM ADP PUNCT NOUN PUNCT	PRX CON NOW IST NIL	This book is out~of~print .
PRON AUX NUM ADP DET NOUN PUNCT	PRO NOW CLO REL DEF CON NIL	It 's 4:30 in the afternoon .
DET NOUN AUX PROPN PUNCT AUX PART PRON PUNCT	DST CON ENS PER NIL ENS NOT PRO QUE	That boy is Tony , is n't he ?
PRON VERB PART VERB PROPN PUNCT	PRO ENS NIL EXS PER NIL	I want to marry Heather .
PRON VERB ADP PROPN PUNCT	PRO ENS REL GPE NIL	He comes from Hangzhou .
PRON AUX PRON ADJ PROPN NOUN PUNCT	QUE ENS HAS TOP PER CON QUE	What 's your favorite Disney movie ?
PROPN VERB ADP DET NOUN PUNCT	PER ENS REL DEF CON NIL	Pinocchio walks about the town .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	He hates parties .
PROPN PROPN VERB DET NOUN PUNCT	ROL PER EPS DEF CON NIL	Mr. Hashimoto started the engine .
PRON AUX VERB DET NOUN PUNCT	PRO NOW EXG DEF CON NIL	We 're sharpening the knives .
PRON VERB ADJ NOUN ADP DET NOUN PUNCT	PRO EPS IST CON REL DEF CON NIL	She struck high notes on the piano .
PRON AUX PART VERB PRON VERB NOUN PUNCT	PRO PST NOT EXS PRO EPS CON NIL	I did n't know you played chess .
DET NOUN AUX PRON PUNCT	DST CON ENS HAS NIL	That book is theirs .
PROPN AUX PRON NOUN NOUN PUNCT	PER ENS HAS PST ROL NIL	Tom is my ex boyfriend .
PROPN AUX VERB PART VERB PRON ADP ADP NUM PUNCT	PER NIL FUT NIL EXS PRO REL REL CLO NIL	Tom is going to pick me up at 2:30 .
PROPN VERB ADP PRON NOUN PUNCT	PER EPS REL HAS CON NIL	Tom chewed on his pencil .
PRON AUX VERB ADP DET NOUN PUNCT	PRO NOW EXG REL DIS ROL NIL	I am looking for an assistant .
PROPN PROPN PROPN PROPN PROPN AUX VERB ADP PROPN PUNCT	ART PST EXS REL PER NIL	Le~Beau~Serge was directed by Chabrol .
NOUN VERB ADP PROPN PROPN PROPN PUNCT	ORG EPS REL PER NIL	Placebo collaborated with Marilyn~Manson .
PROPN SYM PROPN PROPN PROPN AUX VERB ADP NUM PUNCT	PER PST EXS REL YOC NIL	Martin~Luther~King was murdered in 1968 .
PRON VERB DET ADJ NOUN PUNCT NOUN PUNCT	PRO EPS DIS IST CON NIL	I had a bad stomach-ache .
DET NOUN PUNCT NOUN VERB ADP ADV ADP NUM NOUN PUNCT	DEF CON EFS REL IST REL CLO NIL	The computer~system shuts down automatically at 8pm .
PROPN PROPN PROPN VERB PRON ADP NUM PUNCT	PER EPS REF REL YOC NIL	Yukio~Mishima killed himself in 1970 .
PRON VERB PRON NOUN ADP DET NOUN ADP DET NOUN PUNCT	PRO EPS HAS CON REL DEF CON REL DEF CON NIL	I tied my dog to the tree in the yard .
PRON VERB SCONJ PRON AUX ADJ PUNCT	PRO ENS SUB PRO NOW IST NIL	I know that she is beautiful .
PRON VERB PRON PART VERB ADP NUM PUNCT	PRO EPS PRO NIL EXS REL CLO NIL	He promised me to come at four .
PRON AUX NUM ADP DET ADJ NOUN ADP DET NOUN PUNCT	PRO ENS QUC REL DEF TOP ROL REL DEF CON NIL	She is one of the best ballerinas in the world .
PRON NOUN PUNCT NOUN AUX ADJ PUNCT	HAS CON ENS CON NIL	My native~language is Japanese .
PRON NOUN PUNCT NOUN AUX ADJ PUNCT	HAS CON ENS CON NIL	My mother~tongue is Spanish .
DET NOUN VERB PRON ADJ NOUN CCONJ VERB ADP ADJ PUNCT NOUN PUNCT	DEF ROL EPS HAS IST CON COO EPS REL CON NIL	The wizard waved his magic wand and disappeared into thin~air .
PRON AUX AUX VERB PROPN PUNCT	PRO NOW EXG CON NIL	I 'm learning Czech .
DET NOUN AUX VERB NUM NOUN ADP NOUN PUNCT	DEF CON PST EXG QUC UOM UOM UOM NIL	The train was going 500 miles per hour .
PRON AUX ADV ADJ PUNCT	PRO NOW AND IST NIL	He 's always busy .
DET NOUN AUX DET NOUN VERB PUNCT	QUE CON FUT DEF CON EXS QUE	What time will the game start ?
PRON AUX DET ADJ NOUN VERB ADP PROPN PROPN PROPN PUNCT	QUE EPS DEF ORD CON EXS REL PER QUE	What was the first film directed by John~Milius ?
PRON NOUN AUX PROPN SYM PROPN PUNCT PROPN VERB ADP PUNCT	QUE CON NOW ART IST REL QUE	What country is Aswan~High~Dam located in ?
PRON VERB DET NOUN ADP ADJ NOUN PUNCT	PRO EPS DIS CON REL DEG CON NIL	I saw a girl with long hair .
PRON AUX PART VERB PRON NOUN PUNCT NOUN PUNCT	PRO PST NOT EXS HAS CON NIL	I did n't hear my alarm~clock .
DET NOUN AUX VERB ADP NUM PUNCT	DEF CON PST EXS REL CLO NIL	The street was deserted after ten .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	She removed her sunglasses .
PROPN AUX VERB NOUN PUNCT	PER NOW EXG CON NIL	Tom is wearing braces .
PROPN VERB NOUN PUNCT	PER ENS CON NIL	Tom hates spiders .
PRON AUX VERB PRON PUNCT	PRO NOW EXG PRO EMP	He 's manipulating you !
PRON VERB PRON PUNCT	PRO EPS PRO NIL	I rescued you .
PRON AUX ADV ADJ ADP PRON PUNCT	PRO NOW QUV MOR REL PRO NIL	They are much taller than us .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom banged his knee .
PRON AUX PART VERB DET NOUN PUNCT	PRO POS NOT EXS DEF CON NIL	You ca n't lift the piano .
SCONJ ADJ AUX DET NOUN NOUN PUNCT	QUE QUV NOW PRX CON EXS QUE	How much does this banana cost ?
PROPN VERB ADP NOUN ADP NOUN PUNCT	PER ENS REL CON REL CON NIL	Tom commutes to school by bicycle .
PROPN VERB PROPN ADP NOUN PUNCT	PER EPS PER REL CON NIL	Tom beat Mary in tennis .
DET NOUN AUX VERB ADP PROPN PUNCT	PRX CON PST EXS REL GPE NIL	This book was printed in England .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Tom is a fantastic singer .
PRON VERB ADP NOUN PUNCT	PRO ENS REL CON NIL	She suffers from osteoporosis .
PRON AUX VERB ADP DET NOUN PUNCT	PRO PST EXG REL DEF CON NIL	He was standing behind the door .
SCONJ PRON VERB PRON PUNCT PRON AUX VERB PRON PUNCT	SUB PRO ENS PRO NIL PRO FUT EXS AND NIL	If you flatter him , he 'll do anything .
PRON ADV VERB NOUN PUNCT	PRO ALT ENS CON NIL	I also like candy .
PROPN VERB VERB PUNCT	PER EPS EXG NIL	Tom kept singing .
SCONJ ADJ NOUN AUX VERB ADP DET NOUN PUNCT	QUE QUV ROL NOW EXT REL DEF CON QUE	How many astronauts have gone to the moon ?
DET NOUN AUX ADP DET PUNCT NOUN NOUN ADJ PUNCT	DEF CON NOW APX QUC UOM IST NIL	The train is about a~half- hour overdue .
PRON VERB DET NOUN ADP DET NOUN ADP DET ADJ NOUN PUNCT	PRO EPS DIS CON REL DST CON REL DIS DEG CON NIL	I bought a VCR at that store for a low price .
PRON AUX DET PUNCT NOUN SYM SCONJ SYM NUM PUNCT	PRO NOW CLO NIL	It 's a~quarter~till~two .
PROPN VERB DET NOUN NOUN PUNCT	PER EPS DEF CON CON NIL	Tom shut the kitchen door .
PROPN VERB DET NOUN PUNCT NOUN ADP PRON NOUN PUNCT	PER EPS DIS CON REL HAS CON NIL	Tom grabbed a letter~opener off his desk .
PRON AUX ADV ADJ PUNCT	PRO NOW INT IST NIL	She 's extremely happy .
DET ADJ PUNCT NOUN VERB ADP PROPN ADP DET ADJ NOUN PUNCT	DEF CON EPS REL GPE REL DEF ORD CON NIL	The fine~arts flourished in Italy in the 15th century .
PROPN AUX VERB PUNCT	PER NOW IST NIL	Tom is broke .
PRON VERB ADP PRON NOUN PUNCT	PRO EPS REL HAS CON NIL	She stretched out her legs .
PRON AUX VERB DET NOUN PUNCT	PRO FUT EXS DEF CON NIL	We will sharpen the knives .
PRON VERB NOUN PUNCT	PRO EPS NOW NIL	I cried today .
PRON VERB DET NOUN PUNCT NOUN PUNCT	PRO EPS DIS CON NIL	He won a gold~medal .
DET NOUN AUX VERB DET NOUN PUNCT	DEF CON NOW EXG DIS CON NIL	The child is stroking a cat .
PRON AUX PART ADP PUNCT ADV ADJ PUNCT	PRO PST NOT EMP IST NIL	It was not at~all funny .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom won the lottery .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXG NIL	The engine is purring .
PROPN AUX VERB ADP DET NOUN ADP NOUN PUNCT	GPE NOW EXS REL DIS QUV REL ROL NIL	Kyoto is visited by a lot of tourists .
DET NOUN VERB ADP ADP NUM SYM NOUN	DEF CON EFS REL REL CLO	The plane takes off at 8:00~a.m.
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DEF CON NIL	The pirates boarded the ship .
DET PROPN PROPN NOUN VERB DET ADJ NOUN ADP PROPN PUNCT	DEF CON EPS DEF IST CON REL GPE NIL	The atomic~bomb destroyed the entire city of Hiroshima .
DET ADJ NOUN VERB DET NOUN CCONJ VERB PRON ADP ADP DET NOUN PUNCT	DIS IST ROL EPS DEF ROL COO EPS PRO REL REL DEF CON NIL	Some brave passengers caught the pickpocket and turned him over to the police .
PROPN ADV VERB PRON PUNCT	PER NOT EPS DIS NIL	Tom never bought anything .
DET NOUN AUX ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	The library is on the right .
PRON AUX PART VERB PUNCT	NIL NOW NOT EXG NIL	It is not raining .
PROPN VERB PRON ADP NOUN PUNCT	PER EPS PRO REL CON NIL	Tom beat me at darts .
PRON ADV VERB DET NOUN ADV PUNCT	PRO NOT EXS DEF CON ALT NIL	I never play the saxophone anymore .
DET NOUN AUX VERB PROPN PUNCT	DIS CON NOW EXT PER NIL	A crocodile has eaten Tom .
DET NOUN AUX VERB DET NOUN PUNCT	DEF CON NOW EXG DIS CON NIL	The snake is swallowing an egg .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	She hates parties .
PROPN AUX VERB ADP DET NOUN ADP PROPN ADP NUM PUNCT	PER PST EXS REL DEF CON REL GPE REL YOC NIL	Napoleon was exiled to the island of Elba in 1814 .
PRON ADP PRON AUX PART ADJ PUNCT	AND REL PRO NOW NOT IST NIL	All of them are not present .
PROPN VERB PRON PUNCT	PER EPS AND NIL	Betty killed everyone .
PROPN PROPN PROPN AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Simone~Signoret was a French actress .
PRON VERB PROPN ADP PRON NOUN ADP DET NOUN PUNCT	PRO EPS PER REL HAS CON REL DEF CON NIL	I met Yoko on my way to the theater .
PRON VERB DET NOUN ADP PROPN PUNCT	PRO EPS DIS CON REL PER NIL	She tossed a ball to Tom .
PROPN AUX DET NOUN ADP PROPN PROPN PROPN PUNCT	GPE ENS DIS CON REL GPE NIL	Auckland is a city in New~Zealand .
PROPN AUX ADV ADJ ADP PRON PUNCT	PER NOW INT IST REL PRO NIL	Tom is very jealous of you .
DET NOUN AUX ADJ PUNCT	DEF CON NOW COL NIL	The apple is red .
PROPN VERB DET NOUN NOUN ADP PRON NOUN PUNCT	PER EPS DIS CON CON REL HAS CON NIL	Tom spread some strawberry jam on his toast .
DET NOUN AUX ADV PUNCT	DEF CON NOW IST NIL	The feud is over .
PROPN PROPN VERB PRON PROPN PUNCT	ROL PER EPS PRO CON NIL	Mrs. Green taught me English .
DET ADJ NOUN VERB PRON PROPN PUNCT	DEF ALT CON ENS PRO LIT NIL	The other children call her Piggy .
PROPN VERB DET NOUN ADP PRON NOUN PUNCT	PER EPS DIS CON REL HAS CON NIL	Tom put some salt on his eggs .
PROPN PROPN PROPN AUX DET ADJ NOUN ADP PROPN PUNCT	GEO ENS DEF TOP CON REL GPE NIL	Mount~Elbrus is the highest mountain in Europe .
DET NOUN AUX VERB ADP NOUN PUNCT	DEF CON NOW EXG REL CON NIL	The room is crawling with spiders .
AUX PRON VERB PART VERB NOUN ADP DET NOUN PUNCT	NOW PRO EXS NIL EXS CON REL DEF CON QUE	Do you want to add avocado to the salad ?
PRON VERB PRON PUNCT	AND ENS PRO NIL	Everybody believes it .
PRON VERB PART VERB ADP NOUN PUNCT ADV ADP ADP NOUN PUNCT	PRO ENS NIL EXS REL CON NIL NOT NIL REL CON NIL	I prefer to go by subway , rather than by train .
PRON VERB VERB DET VERB PUNCT NOUN NOUN PUNCT	PRO ENS DIS IST CON NIL	I 'm a laid-back guy .
PRON AUX VERB ADP DET NOUN PUNCT	PRO NOW EXG REL DIS CON NIL	You 're acting like a baby .
PRON NOUN AUX ADJ PUNCT	HAS CON NOW IST NIL	My nose is itchy .
PRON VERB NOUN ADP DET NOUN PUNCT	PRO EPS CON REL DEF CON NIL	I planted roses in the garden .
PRON AUX AUX PART VERB PRON PUNCT	PRO NOW NOT EXG DIS NIL	I 'm not signing anything .
DET NOUN AUX DET NOUN VERB ADP PROPN PUNCT	QUE CON FUT DEF CON EXS REL GPE QUE	What time will the train arrive in Yokohama ?
PRON VERB PART VERB DET NOUN PUNCT	PRO EPS NIL EXS DEF CON NIL	I tried to soothe the child .
PRON AUX PROPN CCONJ PROPN VERB PUNCT	QUE ENS PER GRP PER EXG QUE	What 're Tom and Mary planning ?
DET NOUN AUX VERB VERB ADP NOUN PUNCT	DEF CON NOW EXG IST REL CON NIL	The trains are running according to schedule .
PRON VERB ADP PRON PUNCT	PRO EPS REL PRO NIL	They stared at her .
PRON VERB DET NOUN NOUN PUNCT	PRO EPS DEF CON PST NIL	I bought the book yesterday .
DET NOUN VERB ADP DET NOUN SCONJ NOUN VERB PUNCT	DEF CON EPS REL DEF CON IMP CON EPS NIL	The dog hid under the bed whenever lightning flashed .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	She ironed a skirt .
PROPN VERB DET ADJ NOUN PUNCT	PER EPS DIS IST CON NIL	Tom bought a new pickup .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	He grabbed my hand .
PROPN VERB PRON NOUN DET NOUN PUNCT	PER EPS HAS ROL DIS CON NIL	Tom left his wife a fortune .
PROPN VERB PROPN AUX PART VERB NOUN PUNCT NOUN PUNCT NOUN PUNCT	PER ENS PER POS NOT EXS CON NIL	Tom knows Mary ca n't resist chocolate~ice~cream .
VERB ADP PROPN PROPN PROPN PUNCT DET NOUN PUNCT NOUN PUNCT AUX ADJ PUNCT	IST REL PER NIL DEF CON NIL LIT NIL NOW IST NIL	"According to Vladimir~Chizhov , the word "" pussy "" is indecent ."
DET NOUN VERB ADP PROPN NOUN SYM PART PROPN NOUN PUNCT	AND CON ENS IST NIL	Every child misbehaves from~time~to~time .
PRON AUX VERB DET DET ADJ PROPN NOUN PUNCT	PRO NOW EXT AND DEF CON NIL	We have consumed all the natural~resources .
PRON VERB VERB PART ADP PUNCT NOUN ADP PROPN PUNCT	PRO NOW NOT IST REL PER NIL	I 'm not in~love with Mary .
VERB PRON VERB ADP DET NOUN PUNCT	FUT PRO EXS REL DEF CON NIL	Let 's sit on the bench .
PROPN VERB DET NOUN ADP PRON NOUN PUNCT	PER EPS DEF CON REL HAS CON NIL	Tom brushed the snow off his coat .
PROPN PROPN PROPN AUX DET ADJ NOUN PUNCT	PER EPS DIS IST CON NIL	Warren~Harding was an honest man .
PRON VERB PRON PUNCT	AND ENS PRO NIL	Everybody loves him .
PRON VERB ADP DET ADJ NOUN ADP PROPN PUNCT	PRO ENS REL DIS DEG CON REL GPE NIL	He lives in a small village in Kyushu .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON EPS REL DEF CON NIL	The bird sang in the tree .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DEF CON NIL	The earthquake shook the ground .
PRON DET NOUN PUNCT	EMP DIS ROL EMP	What a nitpicker !
PRON AUX ADJ ADP PRON NOUN PUNCT	PRO PST IST REL HAS ROL NIL	I was afraid of my father .
PROPN VERB ADP DET NOUN PRON VERB PUNCT	PER EPS REL AND CON PRO EPS NIL	Bob waved to every one he saw .
DET NOUN AUX VERB DET NOUN	DIS CON NOW EXG DEF CON	A man is playing the flute
DET NOUN SYM NOUN AUX VERB ADP DET NOUN	DEF CON NOW EXG REL DEF CON	The military~officer is barking at the recruits
PROPN PROPN PROPN PROPN PROPN PROPN PROPN AUX VERB ADP PROPN PUNCT	PER PST EXT REL GPE NIL	Johann~Wolfgang~von~Goethe was born in Germany .
PROPN PROPN PROPN AUX VERB PUNCT NOUN ADP PROPN PUNCT	PER ENS ROL REL ORG NIL	Michel~Camdessus is managing~director of IMF .
PRON VERB PART VERB NOUN PUNCT	PRO PST NIL EXS CON NIL	I used to drink beer .
PRON VERB NUM NOUN PUNCT	PRO EPS QUC UOM NIL	He had fifty dollars .
PROPN AUX VERB DET NOUN PUNCT	ROL NOW EXT DIS CON NIL	Grandfather has caught a cold .
DET NOUN AUX VERB ADP PROPN ADP NUM PUNCT	DEF CON PST EXS REL PER REL YOC NIL	The telephone was invented by Bell in 1876 .
PRON NOUN AUX PART VERB PUNCT	HAS ROL POS NOT EXS NIL	My mother ca n't come .
PRON VERB DET ADJ VERB PUNCT NOUN PUNCT	PRO ENS DIS IST CON NIL	She has a rare given~name .
PRON AUX VERB DET NOUN PUNCT	PRO PST EXG DIS CON NIL	He was whistling a tune .
DET NOUN VERB PUNCT	DEF CON ENS NIL	The roof leaks .
DET NOUN AUX VERB ADP NUM NOUN ADP NOUN PUNCT	DEF CON PST EXG REL QUC UOM UOM UOM NIL	The train was moving at 500 miles per hour .
PRON VERB ADP DET ADJ NOUN PUNCT	PRO ENS REL DIS IST CON NIL	He lives in a huge house .
PRON AUX DET ADJ NOUN PUNCT	PRO ENS DIS GPO CON NIL	It 's a Cuban cigar .
PROPN VERB DET NOUN ADP ADP NUM NOUN PUNCT	PER EPS DEF CON REL LES QUC UOM NIL	Tom ran the marathon in under five hours .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	I bought an umbrella .
PRON VERB PROPN DET NOUN PUNCT	PRO EPS PER DIS CON NIL	I gave Tom a sedative .
PRON AUX DET NOUN PUNCT	PRO ENS DIS ROL NIL	You are a workaholic .
PRON DET ADJ NOUN PUNCT	EMP DIS IST CON EMP	What a good shot !
DET NOUN ADV VERB NUM NOUN PUNCT	DEF CON NOW ENS QUC CON NIL	The site currently employs 240 people .
NOUN ADP PROPN AUX VERB ADJ SYM ADP NUM NOUN ADP ADJ PUNCT NOUN PUNCT	CON REL GPE NOW EXT MOR QUC UOM AND CON NIL	Police in Ulm have confiscated more~than 2 kilos of radioactive~material .
PRON VERB PRON ADP DET NOUN ADP NOUN PUNCT	PRO EPS PRO REL AND CON REL CON NIL	she credited him with every kind of intelligence .
DET NOUN VERB PROPN PROPN PROPN PUNCT	QUE CON EPS GPE QUE	Which country colonized Hong~Kong ?
PRON AUX PROPN PROPN PROPN PUNCT	QUE ENS PER QUE	Who is Aaron~Copland ?
PRON NOUN SYM NOUN VERB PUNCT PROPN PROPN PROPN PUNCT PROPN SYM PROPN PUNCT PUNCT	QUE CON EPS NIL ART NIL QUE	"What rock~band sang "" A~Whole~Lotta~Love "" ?"
DET NOUN AUX PROPN PROPN DET PUNCT ADJ ADP PUNCT	QUE CON EPS PER REL QUE	What country was Catherine~the~Great from ?
PRON AUX ADJ PUNCT	QUE ENS ORG QUE	What is Bollywood ?
PRON NOUN VERB PUNCT PROPN PROPN PROPN PUNCT PUNCT	QUE ROL EPS NIL ART NIL QUE	"What composer wrote "" Die~Götterdämmerung "" ?"
PROPN PROPN PROPN AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Frank~Zappa was an American musician .
DET NOUN VERB ADP NOUN PUNCT	DEF CON ENS REL GEO NIL	The island abounds with rivers .
PROPN AUX PART ADP DET NOUN PUNCT	PER ENS NOT REL DEF CON NIL	Tom is n't at the hotel .
PRON VERB PUNCT	AND EPS NIL	Everybody left .
PROPN VERB DET ADJ PROPN PROPN PROPN NOUN ADP PROPN PROPN PROPN PUNCT	PER EPS DIS PRI PER CON REL GPE NIL	Mary bought a fake Louis~Vuitton handbag in Hong~Kong .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DEF CON NIL	The storm stopped the train .
PRON ADJ AUX VERB PUNCT	DIS IST NOW EXT NIL	Something terrible 's happened .
DET NOUN ADP ADJ PUNCT NOUN VERB ADV PUNCT	PRX CON REL CON ENS IST NIL	This type of mobile~phone sells well .
PRON NOUN AUX ADJ PUNCT	HAS ROL NOW DEG NIL	My father is tall .
PROPN AUX AUX VERB ADP PROPN ADP ADP PRON NOUN PUNCT	PER NOW PFT EXS REL PER REL MOR QUC UOM NIL	Bob has been engaged to Mary for over a year .
DET NOUN AUX ADV VERB ADP PRON PUNCT	DIS CON PST ALT EXS REL PRO NIL	Some poems were also written by him .
PRON AUX PART DET NOUN PUNCT	PRO ENS NOT DIS ROL NIL	I am not a witch .
DET NOUN VERB PRON NUM NOUN ADP DET NOUN PUNCT	DEF CON EPS PRO QUC UOM REL DEF CON NIL	The restaurant billed me 250,000 yen for the party .
ADJ NOUN VERB DET NOUN PUNCT	IST CON EPS DEF CON NIL	Strong winds accompanied the rain .
AUX PRON PRON NOUN PUNCT	ENS DST HAS CON QUE	Is that my mug ?
PROPN AUX VERB DET NOUN PUNCT	PER NOW EXG DIS CON NIL	Tom is eating a banana .
DET PROPN PROPN PROPN VERB PROPN ADP DET PROPN PROPN PUNCT	DEF GEO ENS GPE REL DEF GPO CON NIL	The Japan~Sea separates Japan from the Asian Continent .
PRON AUX DET NOUN DET NOUN AUX PROPN PROPN PROPN PUNCT	PRX ENS DEF CON HAS CON ENS LIT NIL	This is the boy whose name is Tom~Fisher .
PROPN AUX ADJ PUNCT ADP ADJ PUNCT	PER NOW INT IST NIL	Tom is kind~of tired .
PRON VERB PART VERB ADV PUNCT	PRO ENS NIL EXS CON NIL	He wants to go home .
DET NOUN ADP DET NOUN AUX ADJ PUNCT	DEF CON REL DEF CON PST COL NIL	The sand on the beach was white .
PROPN AUX DET ADJ NOUN PUNCT	GPE ENS DIS IST CON NIL	Kanazawa is a quiet city .
PRON AUX ADP PUNCT PRON PROPN VERB ADJ PUNCT	PRO NOW NOT IST NIL	He is by~no~means stupid .
PROPN VERB SYM NUM ADP DET NOUN PUNCT	PER EPS UOM QUC REL DEF CON NIL	Tom bet $ 300 on the race .
VERB ADP ADP PRON NOUN PUNCT	EXS REL REL HAS CON NIL	Roll over on your back .
PRON AUX ADV ADJ ADP NOUN PUNCT	PRO NOW INT IST REL CON NIL	She is rather poor at tennis .
PRON AUX AUX VERB ADP DET ADJ PROPN NOUN PUNCT	PRO NOW EXG REL DEF CON NIL	I 'm going to the post~office .
PRON AUX VERB DET NOUN PUNCT	PRO NOW EXG DEF CON NIL	I am wiping the shelves .
PRON AUX DET ADJ NOUN PUNCT	PRO ENS DIS IST ROL NIL	She is a good dancer .
PRON VERB PRON PRON ADJ NOUN PUNCT	PRO EPS PRO HAS IST CON NIL	She showed me her new car .
PRON AUX ADJ ADP PRON PUNCT	PRO PST MOR REL PRO NIL	He was shorter than me .
PROPN VERB SCONJ PROPN AUX VERB PROPN PUNCT	PER EPS DIS PER POS EXS CON NIL	Tom wondered if Mary could speak French .
PROPN VERB ADP PRON PUNCT	PER EPS REL REF NIL	Tom voted for himself .
NUM ADJ NOUN VERB PUNCT	QUC IST CON EPS NIL	Sixty new museums opened .
PRON VERB PRON ADP PUNCT	PRO EPS PRO REL NIL	He cut you off –
PRON AUX ADV ADJ PUNCT	PRO NOW INT IST EMP	that 's very rude !
DET NOUN VERB ADP NUM NUM NOUN PUNCT	DEF CON EFS REL CLO NIL	The train leaves at 6~o'clock .
PRON NOUN VERB ADV NUM NOUN PUNCT	HAS CON ENS APX QUC UOM NIL	My cat weighs about ten pounds .
PRON AUX VERB PRON NOUN ADP PUNCT	PRO FUT EXS HAS CON REL EMP	I 'll rip your head off !
PRON NOUN AUX PRON PUNCT CCONJ ADJ PUNCT	HAS CON PST NOT IST NIL	His behavior was anything~but polite .
DET NOUN AUX ADJ PUNCT AUX PART PRON PUNCT	PRX CON NOW IST NIL NOW NOT PRO QUE	This rope is strong , is n't it ?
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom cleaned out the car .
PRON VERB PRON ADP PRON PUNCT	PRO EPS DIS REL PRO NIL	She whispered something to him .
NOUN VERB ADP NUM NOUN PUNCT PROPN PUNCT	CON EXS REL QUC UOM NIL	Water freezes at 32 degrees~Fahrenheit .
PROPN VERB ADJ NOUN PUNCT	PER EPS QUV ROL NIL	Tom had numerous girlfriends .
PRON AUX VERB PRON NOUN PUNCT NOUN PUNCT	DIS NOW EXT HAS CON NIL	Somebody has stolen my hair~dryer .
PRON AUX AUX ADV VERB PUNCT	PRO NOW ALT EXG NIL	I 'm still eating .
PROPN VERB PROPN ADP DET NOUN PUNCT	PER EPS PER REL DEF CON NIL	Tom punched Mary in the stomach .
PRON VERB ADJ PUNCT NOUN PUNCT	PRO ENS CON NIL	She hates green~peppers .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DIS CON REL DIS CON NIL	Tom read a book under a tree .
DET NOUN AUX ADP PROPN PUNCT	PRX CON ENS REL GPE NIL	This girl is from Japan .
PRON AUX VERB PRON NOUN PUNCT	PRO NOW EXG HAS CON NIL	I am ironing my dress .
DET ADJ NOUN VERB ADP DET NOUN PUNCT	DIS DEG CON EPS REL DEF CON NIL	A large animal fled from the zoo .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom is groggy .
DET NOUN AUX VERB ADV PUNCT	DEF CON NOW IST NOW NIL	The bathroom is occupied now .
